Chrom (mm10),Start (mm10),End (mm10),Assembly (original),Chrom (original),Start (original),End (original),VISTA identifier,Limb-activity,Considered in ML
chrX,43884415,43885997,hg19,chrX,124653246,124654824,hs537,negative,yes
chrX,57709127,57710188,hg19,chrX,136316806,136317871,hs755,negative,yes
chrX,58445416,58446561,hg19,chrX,137064390,137065532,hs597,negative,yes
chrX,60543404,60545489,hg19,chrX,139169379,139171545,hs427,negative,yes
chrX,60719307,60720575,hg19,chrX,139332133,139333376,hs667,negative,yes
chrX,60743793,60745062,hg19,chrX,139380916,139382199,hs902,negative,yes
chrX,60898977,60900244,hg19,chrX,139593502,139594774,hs770,negative,yes
chrX,60994057,60994970,hg19,chrX,139674499,139675403,hs588,negative,yes
chrX,69623406,69624546,hg19,chrX,147829016,147830159,hs856,negative,yes
chrX,71700356,71701555,hg19,chrX,150407692,150409052,hs1746,negative,yes
chrX,74239971,74243274,hg19,chrX,153593214,153596578,hs2491,negative,yes
chrX,92789738,92792071,hg19,chrX,25400224,25402334,hs123,negative,yes
chrX,93067834,93070749,mm9,chrX,90313173,90316088,mm1168,negative,yes
chrX,93106930,93109255,mm9,chrX,90352269,90354594,mm1169,negative,yes
chrX,93299509,93301048,hg19,chrX,25018871,25020532,hs145,negative,yes
chrX,93301147,93302799,hg19,chrX,25017067,25018756,hs122,negative,yes
chrX,93309765,93311448,hg19,chrX,25007879,25009581,hs121,negative,yes
chrX,93376665,93378617,hg19,chrX,24945648,24947567,hs120,negative,yes
chrX,93407743,93410585,hg19,chrX,24915382,24918272,hs119,negative,yes
chrX,93428675,93430368,hg19,chrX,24894335,24896084,hs118,negative,yes
chrX,93457368,93458876,hg19,chrX,24864231,24865733,hs117,negative,yes
chrX,93496692,93498663,hg19,chrX,24822603,24824623,hs116,negative,yes
chrX,93577818,93578340,hg19,chrX,24759356,24759888,hs1873,negative,yes
chrX,99566578,99569308,mm9,chrX,96761917,96764647,mm1347,negative,yes
chrX,101985615,101988142,mm9,chrX,99180954,99183481,mm1399,negative,yes
chrX,109626956,109627719,hg19,chrX,81021280,81022049,hs743,negative,yes
chrX,109844933,109845709,hg19,chrX,81464240,81465016,hs582,negative,yes
chrX,109969648,109970362,hg19,chrX,81697630,81698245,hs871,negative,yes
chrX,110076961,110081419,hg19,chrX,81788884,81790571,hs426,negative,yes
chrX,110318086,110319120,hg19,chrX,81978920,81979942,hs554,negative,yes
chrX,110377387,110378071,hg19,chrX,82082530,82083211,hs585,negative,yes
chrX,110816983,110818738,hg19,chrX,82765974,82767821,hs1029,negative,yes
